  696557.     -0.148112E+07 0.0 0.0   146.174    
  696467.     -0.148105E+07 0.0 0.0   146.184    
  696375.     -0.148098E+07 0.0 0.0   146.194    
  696282.     -0.148091E+07 0.0 0.0   146.204    
  696185.     -0.148085E+07 0.0 0.0   146.214    
  696084.     -0.148079E+07 0.0 0.0   146.223    
  695971.     -0.148078E+07 0.0 0.0   146.233    
  695866.     -0.148083E+07 0.0 0.0   146.243    
  695787.     -0.148091E+07 0.0 0.0   146.253    
  695714.     -0.148100E+07 0.0 0.0   146.263    
  695628.     -0.148108E+07 0.0 0.0   146.273    
  695519.     -0.148111E+07 0.0 0.0   146.283    
  695404.     -0.148111E+07 0.0 0.0   146.293    
  695298.     -0.148106E+07 0.0 0.0   146.303    
  695213.     -0.148099E+07 0.0 0.0   146.312    
  695153.     -0.148089E+07 0.0 0.0   146.322    
  695101.     -0.148079E+07 0.0 0.0   146.332    
  695045.     -0.148068E+07 0.0 0.0   146.342    
  694985.     -0.148059E+07 0.0 0.0   146.352    
  694919.     -0.148049E+07 0.0 0.0   146.362    
  694846.     -0.148040E+07 0.0 0.0   146.372    
  694758.     -0.148033E+07 0.0 0.0   146.382    
  694659.     -0.148027E+07 0.0 0.0   146.392    
  694553.     -0.148023E+07 0.0 0.0   146.401    
  694443.     -0.148019E+07 0.0 0.0   146.411    
  694331.     -0.148017E+07 0.0 0.0   146.421    
  694216.     -0.148017E+07 0.0 0.0   146.431    
  694108.     -0.148021E+07 0.0 0.0   146.441    
  694029.     -0.148029E+07 0.0 0.0   146.451    
  693967.     -0.148039E+07 0.0 0.0   146.461    
  693903.     -0.148049E+07 0.0 0.0   146.471    
  693830.     -0.148058E+07 0.0 0.0   146.481    
  693740.     -0.148065E+07 0.0 0.0   146.490    
  693629.     -0.148068E+07 0.0 0.0   146.500    
  693515.     -0.148069E+07 0.0 0.0   146.510    
  693401.     -0.148068E+07 0.0 0.0   146.520    
  693288.     -0.148066E+07 0.0 0.0   146.530    
  693176.     -0.148063E+07 0.0 0.0   146.540    
  693066.     -0.148059E+07 0.0 0.0   146.550    
  692955.     -0.148057E+07 0.0 0.0   146.560    
  692842.     -0.148054E+07 0.0 0.0   146.570    
  692729.     -0.148052E+07 0.0 0.0   146.579    
  692615.     -0.148051E+07 0.0 0.0   146.589    
  692500.     -0.148050E+07 0.0 0.0   146.599    
  692385.     -0.148050E+07 0.0 0.0   146.609    
  692272.     -0.148052E+07 0.0 0.0   146.619    
  692175.     -0.148058E+07 0.0 0.0   146.629    
  692118.     -0.148068E+07 0.0 0.0   146.639    
  692094.     -0.148079E+07 0.0 0.0   146.649    
  692086.     -0.148091E+07 0.0 0.0   146.659    
  692104.     -0.148102E+07 0.0 0.0   146.668    
  692144.     -0.148113E+07 0.0 0.0   146.678    
  692202.     -0.148123E+07 0.0 0.0   146.688    
  692283.     -0.148131E+07 0.0 0.0   146.698    
  692375.     -0.148138E+07 0.0 0.0   146.708    
  692440.     -0.148147E+07 0.0 0.0   146.718    
  692464.     -0.148158E+07 0.0 0.0   146.728    
  692426.     -0.148169E+07 0.0 0.0   146.738    
  692349.     -0.148178E+07 0.0 0.0   146.748    
  692248.     -0.148183E+07 0.0 0.0   146.757    
  692136.     -0.148186E+07 0.0 0.0   146.767    
  692021.     -0.148187E+07 0.0 0.0   146.777    
  691906.     -0.148187E+07 0.0 0.0   146.787    
  691792.     -0.148188E+07 0.0 0.0   146.797    
  691677.     -0.148187E+07 0.0 0.0   146.807    
  691569.     -0.148183E+07 0.0 0.0   146.817    
  691481.     -0.148176E+07 0.0 0.0   146.827    
  691427.     -0.148166E+07 0.0 0.0   146.837    
  691433.     -0.148154E+07 0.0 0.0   146.846    
  691518.     -0.148147E+07 0.0 0.0   146.856    
  691633.     -0.148146E+07 0.0 0.0   146.866    
  691748.     -0.148146E+07 0.0 0.0   146.876    
  691861.     -0.148144E+07 0.0 0.0   146.886    
  691962.     -0.148138E+07 0.0 0.0   146.896    
  692014.     -0.148128E+07 0.0 0.0   146.906    
  691988.     -0.148117E+07 0.0 0.0   146.916    
  691915.     -0.148108E+07 0.0 0.0   146.926    
  691822.     -0.148101E+07 0.0 0.0   146.935    
  691727.     -0.148095E+07 0.0 0.0   146.945    
  691631.     -0.148089E+07 0.0 0.0   146.955    
  691538.     -0.148082E+07 0.0 0.0   146.965    
  691450.     -0.148074E+07 0.0 0.0   146.975    
  691366.     -0.148067E+07 0.0 0.0   146.985    
  691294.     -0.148058E+07 0.0 0.0   146.995    
  691220.     -0.148049E+07 0.0 0.0   147.005    
  691135.     -0.148041E+07 0.0 0.0   147.015    
  691043.     -0.148034E+07 0.0 0.0   147.024    
  690946.     -0.148028E+07 0.0 0.0   147.034    
  690842.     -0.148023E+07 0.0 0.0   147.044    
  690735.     -0.148019E+07 0.0 0.0   147.054    
  690626.     -0.148015E+07 0.0 0.0   147.064    
  690514.     -0.148012E+07 0.0 0.0   147.074    
  690401.     -0.148011E+07 0.0 0.0   147.084    
  690288.     -0.148008E+07 0.0 0.0   147.094    
  690173.     -0.148008E+07 0.0 0.0   147.104    
  690074.     -0.148014E+07 0.0 0.0   147.113    
  690032.     -0.148025E+07 0.0 0.0   147.123    
  690013.     -0.148036E+07 0.0 0.0   147.133    
  689991.     -0.148048E+07 0.0 0.0   147.143    
  689964.     -0.148059E+07 0.0 0.0   147.153    
  689933.     -0.148070E+07 0.0 0.0   147.163    
  689895.     -0.148081E+07 0.0 0.0   147.173    
  689849.     -0.148091E+07 0.0 0.0   147.183    
  689809.     -0.148102E+07 0.0 0.0   147.193    
  689764.     -0.148113E+07 0.0 0.0   147.202    
  689713.     -0.148123E+07 0.0 0.0   147.212    
  689662.     -0.148133E+07 0.0 0.0   147.222    
  689607.     -0.148143E+07 0.0 0.0   147.232    
